tokenId,ogRank,blockHeightMinted,blockTimestampMinted,owner
2350,4658,,,
2351,4489,,,
2352,8144,,,
2353,6041,,,
2354,5473,,,
2355,3,,,
2356,415,17106001,1682216387,0x36eee7d790a5b9e8811fb0c570c883997069df49
2357,653,,,
2358,7544,,,
2359,3719,,,
2360,7991,17310716,1684708391,0x36eee7d790a5b9e8811fb0c570c883997069df49
2361,5919,,,
2362,3806,,,
2363,5306,,,
2364,4224,,,
2365,8325,,,
2366,1101,,,
2367,4852,,,
2368,962,,,
2369,8311,,,
2370,7457,,,
2371,8136,,,
2372,6194,19265747,1708393775,0xf4c3069b42888e679ceae20ec88c497e61d27668
2373,7900,,,
2374,4531,,,
2375,3567,,,
2376,56,,,
2377,2637,,,
2378,7775,,,
2379,5612,,,
2380,3783,,,
2381,8118,17152131,1682775863,0x4936b305102f442080d4711f14c5f0318e3caf74
2382,86,,,
2384,693,,,
2383,2353,17149938,1682749247,0x36eee7d790a5b9e8811fb0c570c883997069df49
2385,1855,17139564,1682623391,0xb83bd30e217642a963d93881d5c09b09800c0f67
2386,1600,,,
2387,7371,,,
2388,6229,,,
2389,2338,,,
2390,4319,,,
2391,1071,,,
2392,8300,,,
2393,4271,,,
2394,2411,,,
2395,8200,,,
2396,4978,,,
2397,7890,,,
2398,1191,,,
2399,7492,,,
2400,5133,,,
2401,2648,,,
2402,6258,,,
2403,7043,,,
2404,6447,,,
2405,3335,,,
2406,4544,,,
2407,3215,,,
2408,6381,,,
2409,2194,,,
2410,5077,,,
2411,7959,,,
2412,6178,17139934,1682627879,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
2413,5797,,,
2414,7482,,,
2415,7703,,,
2416,5202,,,
2417,4174,,,
2418,6474,,,
2419,6,,,
2420,2429,,,
2421,8309,,,
2422,3323,17139297,1682620115,0x32aa0c9257b3d419ddde7652e5627bd42c39fb2b
2423,4147,,,
2424,3964,,,
2425,7428,,,
2426,4272,,,
2427,2350,,,
2428,6999,,,
2429,317,,,
2430,6747,,,
2431,795,,,
2432,434,,,
2433,3374,,,
2434,8515,,,
2435,7981,,,
2436,1895,17139830,1682626607,0x4f11ff96202fdd0a5b3231f44a2756791bc0ca4b
2437,2302,19395801,1709966303,0x19b5707b7b0d46bd928ceaedf3fc5853f644d473
2438,10,,,
2439,3725,,,
2440,8140,17139934,1682627879,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
2441,8220,,,
2442,4887,,,
2443,7119,,,
2444,2364,,,
2445,2417,,,
2446,4775,17149631,1682745551,0x19b5707b7b0d46bd928ceaedf3fc5853f644d473
2447,8467,,,
2448,1629,,,
2449,2288,,,
2450,6461,,,
2451,3570,,,
2452,7596,,,
2453,5835,19221197,1707852983,0x6b264dbfc2b05b21a6db183a2965162e8566af52
2454,661,,,
2455,8600,17139944,1682627999,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
2456,4052,,,
2457,1338,,,
2458,1688,17154912,1682809751,0x26d0b749c23298d694a10390d20c4b09815dd112
2459,4013,,,
2460,6561,,,
2461,4250,,,
2462,4181,,,
2463,6101,,,
2465,1800,,,
2464,5541,17651922,1688854235,0x19b5707b7b0d46bd928ceaedf3fc5853f644d473
2466,8175,,,
2467,5688,,,
2468,1058,,,
2469,252,,,
2470,8384,,,
2471,4848,,,
2472,64,,,
2473,176,,,
2474,4397,,,
2475,747,17119762,1682383103,0x32aa0c9257b3d419ddde7652e5627bd42c39fb2b
2476,5732,,,
2477,2558,,,
2478,738,17157155,1682837015,0x36eee7d790a5b9e8811fb0c570c883997069df49
2479,180,,,
2480,2408,17938996,1692329231,0x44e5cc68b6f3a620a817e3a90a90bcbf7c4fd2b9
2481,6600,,,
2482,571,17139564,1682623391,0xb83bd30e217642a963d93881d5c09b09800c0f67
2483,5552,,,
2484,8180,,,
2485,6047,,,
2486,390,,,
2487,7838,17461962,1686548423,0xa734b02f79ba6061b26846ef35c580127c2bd934
2488,5759,,,
2489,4231,17124520,1682440775,0xf5ac9490bb007d99edf3044985e2a993e833844b
2490,7666,,,
2491,2311,,,
2492,357,,,
2493,8047,17140971,1682640515,0x4e130fd5d3b92dca63fc054a3007678a236a64cd
2494,4513,,,
2495,6817,,,
2496,846,17124101,1682435711,0x1764cbde26adb1b0f50d7710f9cf1848deba9e6d
2497,3617,,,
2498,579,,,
2499,8392,,,
2500,7507,,,
2501,4368,,,
2502,5302,,,
2503,2494,,,
2504,5711,,,
2505,335,17139564,1682623391,0xb83bd30e217642a963d93881d5c09b09800c0f67
2506,5013,,,
2507,8774,,,
2508,1299,,,
2509,4809,17139944,1682627999,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
2510,1670,,,
2511,5943,,,
2512,4297,,,
2513,8579,18848454,1703333771,0x48eab89c643a7e45d3a1029003f90536b2598008
2514,589,,,
2515,304,17138914,1682615471,0xb1f51efd7d7c73eb1970e0d1193833aa51ebcf7b
2516,7840,,,
2517,4318,,,
2518,6543,,,
2519,4,19330643,1709179079,0x19b5707b7b0d46bd928ceaedf3fc5853f644d473
2520,2633,,,
2521,2662,,,
2523,6547,,,
2522,3326,,,
2524,5658,17139478,1682622323,0xf11cc36cc9e0f2925a3660d5e4dc6bb232cf2a57
2525,4903,,,
2526,7972,,,
2527,4535,17139934,1682627879,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
2528,6525,,,
2529,2276,,,
2530,2814,,,
2531,1918,,,
2532,5194,,,
2533,4872,,,
2534,3241,,,
2535,6403,,,
2536,3129,,,
2537,2822,,,
2538,5320,,,
2539,7113,,,
2540,6718,,,
2541,916,,,
2542,3189,,,
2543,1929,17139944,1682627999,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
2544,5589,,,
2545,5763,,,
2546,7488,,,
2547,6063,,,
2548,5088,,,
2549,1475,,,
2550,7316,18384776,1697723375,0xb116a51a66eb88997b1d8f7a00af0f4dad1a0228
2551,1281,,,
2552,3121,,,
2553,1829,,,
2554,5687,17139551,1682623235,0x68be1c8a7570fa0c47fcb35bbc4147b0f0e80a65
2555,1987,,,
2556,7941,,,
2557,7334,,,
2558,1003,,,
2559,6145,,,
2560,5235,,,
2561,2549,,,
2562,3254,,,
2563,8306,,,
2564,4332,,,
2565,804,17139944,1682627999,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
2566,6239,,,
2567,7862,,,
2568,18,,,
2569,7361,,,
2570,2745,,,
2571,2011,,,
2572,3000,17136638,1682587823,0xb83bd30e217642a963d93881d5c09b09800c0f67
2573,4579,,,
2574,1608,,,
2575,6433,,,
2576,81,,,
2577,7879,,,
2578,5089,,,
2579,8561,,,
2580,6421,,,
2581,3118,,,
2582,5180,,,
2583,332,,,
2584,4232,,,
2585,8779,,,
2586,516,17771108,1690300175,0x19b5707b7b0d46bd928ceaedf3fc5853f644d473
2587,7039,,,
2588,8446,,,
2589,5155,,,
2590,4336,,,
2591,8559,,,
2592,3150,,,
2593,6375,,,
2594,7052,17543838,1687542299,0x5ba18858cc31b6dabae0fca189aedb660b31138d
2595,1779,,,
2596,185,,,
2598,8831,,,
2597,6957,,,
2599,7970,,,
2600,5384,,,
2601,6521,,,
2602,3440,,,
2603,7372,,,
2604,525,,,
2605,6705,,,
2606,4421,,,
2607,417,,,
2608,2997,,,
2609,5995,,,
2610,776,,,
2611,7411,17139934,1682627879,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
2612,1474,17157155,1682837015,0x36eee7d790a5b9e8811fb0c570c883997069df49
2613,3652,,,
2614,1205,,,
2615,2174,,,
2616,3389,,,
2617,8133,,,
2618,1063,,,
2619,5775,,,
2620,8437,,,
2621,5223,,,
2622,3270,,,
2623,7888,,,
2624,1797,,,
2625,8419,,,
2626,1666,,,
2627,4692,,,
2628,5515,17652317,1688859071,0xe494d61977561d6be41590fbf940091bae6d392e
2629,2870,,,
2630,3067,,,
2631,5006,,,
2632,2902,,,
2633,909,,,
2634,2497,,,
2635,3153,,,
2636,2808,,,
2637,4177,,,
2638,7180,,,
2639,4104,,,
2640,408,,,
2641,2858,,,
2642,6777,,,
2643,621,,,
2645,1354,,,
2644,399,,,
2646,456,,,
2647,1464,,,
2648,3582,,,
2649,6935,,,
2650,4884,,,
2651,6425,,,
2652,4162,17338021,1685040311,0x0a9071538696a7f2e76a6555c1eb8b6a3c030d47
2653,5616,,,
2654,7668,,,
2655,929,,,
2656,1640,,,
2657,6539,17136638,1682587823,0xb83bd30e217642a963d93881d5c09b09800c0f67
2658,5698,,,
2659,3665,,,
2660,2165,,,
2661,7713,,,
2662,7306,,,
2663,5178,,,
2664,1746,,,
2665,4951,,,
2666,1026,,,
2667,8039,,,
2668,471,,,
2669,6166,,,
2670,228,17460432,1686529847,0x14977b0dbe7e155f9907effecbb70c9b7a05e737
2671,8791,17139934,1682627879,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
2672,2889,,,
2673,2561,,,
2674,8348,,,
2675,8862,,,
2676,5609,,,
2677,2571,,,
2678,1997,,,
2679,8778,,,
2680,4333,17659447,1688945711,0xe494d61977561d6be41590fbf940091bae6d392e
2681,1428,,,
2682,3128,,,
2683,3741,,,
2684,8749,,,
2685,7901,,,
2686,3512,17149631,1682745551,0x19b5707b7b0d46bd928ceaedf3fc5853f644d473
2687,7887,,,
2688,5847,,,
2689,2879,17139934,1682627879,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
2690,3488,,,
2691,774,,,
2692,6916,17149631,1682745551,0x19b5707b7b0d46bd928ceaedf3fc5853f644d473
2693,4755,,,
2694,2441,,,
2695,1940,17155748,1682819903,0x34a978beab5b673c1e4d193f6b42d2c48ba2ba8b
2696,1025,,,
2697,5578,,,
2698,5094,,,
2699,1793,,,
2700,5623,,,
2701,2513,,,
2702,2569,17139944,1682627999,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
2703,1515,,,
2704,3698,,,
2705,1814,,,
2706,74,17340864,1685074847,0x58c0a97a25c5d172a2b174159b625cf94f185900
2707,3989,,,
2708,7412,,,
2709,8431,,,
2710,8875,,,
2711,6772,,,
2712,3079,,,
2713,6434,17139852,1682626871,0xb83bd30e217642a963d93881d5c09b09800c0f67
2714,8334,,,
2715,8317,,,
2716,8382,,,
2717,3657,17467546,1686616403,0x1975638d2dfdeee04d11adf6350187af9996dc7c
2718,7536,,,
2719,1302,,,
2720,1484,,,
2721,5582,,,
2722,5741,,,
2723,5818,,,
2724,5768,,,
2725,5044,,,
2726,4210,17543838,1687542299,0x5ba18858cc31b6dabae0fca189aedb660b31138d
2727,66,,,
2728,129,,,
2729,5992,,,
2730,4337,,,
2731,5288,,,
2732,7729,,,
2733,2018,,,
2734,7922,,,
2735,3817,,,
2736,1486,,,
2737,8739,,,
2738,3900,,,
2739,4679,,,
2741,1379,,,
2740,7075,17495920,1686961235,0x7b4811d99d63a6c31b549a16da8e57bbc5c951d2
2742,441,,,
2743,1454,18915316,1704145235,0x55611b747af18e27ba99c251377912fcd96ea656
2744,6790,,,
2745,6218,,,
2746,3381,,,
2747,2752,,,
2748,7504,17139934,1682627879,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
2749,1731,,,
2750,2142,,,
2751,6763,,,
2752,7700,,,
2753,2792,,,
2754,1110,17139852,1682626871,0xb83bd30e217642a963d93881d5c09b09800c0f67
2755,8478,,,
2756,7617,,,
2757,6352,,,
2758,6407,,,
2759,2182,17149631,1682745551,0x19b5707b7b0d46bd928ceaedf3fc5853f644d473
2760,255,17139769,1682625875,0xe494d61977561d6be41590fbf940091bae6d392e
2761,2579,18075498,1693980083,0xb116a51a66eb88997b1d8f7a00af0f4dad1a0228
2762,5872,,,
2763,5714,,,
2764,5409,,,
2765,8870,17139297,1682620115,0xe494d61977561d6be41590fbf940091bae6d392e
2766,1896,17136638,1682587823,0xb83bd30e217642a963d93881d5c09b09800c0f67
2767,4377,,,
2768,7924,17139852,1682626871,0xb83bd30e217642a963d93881d5c09b09800c0f67
2769,3697,17139297,1682620115,0x32aa0c9257b3d419ddde7652e5627bd42c39fb2b
2770,5765,17139852,1682626871,0xb83bd30e217642a963d93881d5c09b09800c0f67
2771,3068,17652174,1688857307,0xe494d61977561d6be41590fbf940091bae6d392e
2772,6746,17139852,1682626871,0xb83bd30e217642a963d93881d5c09b09800c0f67
2773,3760,,,
2774,5613,17139564,1682623391,0xb83bd30e217642a963d93881d5c09b09800c0f67
2775,1463,17139852,1682626871,0xb83bd30e217642a963d93881d5c09b09800c0f67
2776,7747,17139852,1682626871,0xb83bd30e217642a963d93881d5c09b09800c0f67
2777,6873,,,
2778,1512,,,
2779,8743,,,
2780,819,,,
2781,5285,,,
2782,6584,,,
2783,5389,,,
2784,8094,,,
2785,1553,,,
2786,5542,,,
2787,8822,,,
2788,7156,,,
2789,3916,,,
2790,7387,,,
2791,5715,,,
2792,8024,,,
2793,3842,,,
2794,1187,17124520,1682440775,0xf5ac9490bb007d99edf3044985e2a993e833844b
2795,2355,,,
2796,4654,,,
2797,8459,,,
2798,7682,17938383,1692321839,0x36eee7d790a5b9e8811fb0c570c883997069df49
2799,2799,,,
2800,7636,,,
2801,974,,,
2802,7554,,,
2803,7880,,,
2804,466,,,
2806,947,,,
2805,7455,,,
2807,8318,,,
2808,311,,,
2809,5999,,,
2810,3563,,,
2811,491,,,
2812,951,,,
2813,1697,17652174,1688857307,0xe494d61977561d6be41590fbf940091bae6d392e
2814,2607,,,
2815,5234,,,
2816,8566,18090592,1694162711,0xfae9757f7b8c17aa9f83016569fabcddad0e0e86
2817,6475,,,
2818,6759,,,
2819,1343,,,
2820,3780,,,
2821,3677,,,
2823,4558,,,
2822,6563,,,
2824,5307,,,
2825,239,,,
2826,7710,17882548,1691646983,0x3d8a5a0ca36d14e67b3e2b63e79a28423fcf9d2a
2827,1664,,,
2828,2398,,,
2829,3838,,,
2830,4130,,,
2831,4195,,,
2832,6628,,,
2833,2448,17157155,1682837015,0x36eee7d790a5b9e8811fb0c570c883997069df49
2834,2998,,,
2835,3792,,,
2836,8165,,,
2837,1613,,,
2838,1979,,,
2839,4290,,,
2840,6273,,,
2841,8294,,,
2842,4003,17398874,1685779703,0x32aa0c9257b3d419ddde7652e5627bd42c39fb2b
2843,7386,,,
2844,3421,,,
2845,2954,,,
2846,7732,17517709,1687225307,0xf11cc36cc9e0f2925a3660d5e4dc6bb232cf2a57
2847,7995,18446988,1698475427,0x19b5707b7b0d46bd928ceaedf3fc5853f644d473
2848,8274,,,
2849,8866,,,
2850,8280,,,
2851,7085,,,
2852,4199,,,
2853,6452,,,
2854,7112,18124650,1694574995,0x49241ec6697544cff1d1117097f1d01279daada1
2855,733,,,
2856,4712,17525733,1687322591,0x22b0409d886f75dd101527097d5a0efdda77a834
2857,4950,18575302,1700027207,0xacca520ca226b3c2647b8adc9190e21169cbd7d3
2858,6188,,,
2859,2803,,,
2861,1207,17444483,1686335771,0x36eee7d790a5b9e8811fb0c570c883997069df49
2862,8320,,,
2860,7667,,,
2863,4693,17139297,1682620115,0x32aa0c9257b3d419ddde7652e5627bd42c39fb2b
2864,1759,,,
2865,2512,17157155,1682837015,0x36eee7d790a5b9e8811fb0c570c883997069df49
2866,8121,,,
2867,4830,,,
2868,5248,,,
2869,7551,,,
2870,1236,,,
2871,8882,,,
2872,6427,,,
2873,7308,,,
2874,8617,18451468,1698529643,0xf52b0ce61cc5aed032bfa45209f86d37fef62b12
2875,7049,,,
2876,624,,,
2877,6910,,,
2878,3694,,,
2879,6446,,,
2880,1952,,,
2881,7870,,,
2882,3843,17517709,1687225307,0xf11cc36cc9e0f2925a3660d5e4dc6bb232cf2a57
2884,5608,,,
2883,1967,17157155,1682837015,0x36eee7d790a5b9e8811fb0c570c883997069df49
2885,8504,,,
2886,1470,17140059,1682629403,0xc57334c60bc77fe925745c44bece94d46dbfaa33
2887,7525,,,
2888,460,,,
2889,2463,,,
2890,5577,,,
2891,5941,,,
2892,6532,,,
2893,4517,,,
2894,8609,,,
2895,5911,,,
2896,7756,,,
2897,398,,,
2898,2984,,,
2900,4709,,,
2899,5037,,,
2901,8352,,,
2903,2765,17136638,1682587823,0xb83bd30e217642a963d93881d5c09b09800c0f67
2902,4615,,,
2904,4120,18365173,1697486279,0xdda440887acc614cf188d85f704f8bee8c68460c
2905,6801,,,
2906,8171,,,
2908,6441,,,
2907,6911,,,
2909,8583,,,
2910,7620,,,
2911,3702,,,
2913,3907,17517709,1687225307,0xf11cc36cc9e0f2925a3660d5e4dc6bb232cf2a57
2912,7055,,,
2914,527,,,
2915,4193,,,
2916,4731,,,
2917,3750,,,
2918,5568,,,
2919,6017,,,
2920,6093,17275367,1684277927,0x926b3d94f49535673be21fc8ed304dbaf3f54bb3
2921,4266,,,
2922,4578,,,
2923,5359,,,
2924,3772,,,
2925,6847,,,
2926,1118,,,
2927,5376,,,
2928,3493,,,
2929,5460,,,
2930,2465,,,
2931,3408,,,
2932,1248,,,
2933,171,,,
2934,4783,,,
2935,8204,,,
2936,3937,,,
2937,5678,,,
2938,6274,,,
2939,8456,,,
2940,7709,,,
2941,7912,,,
2942,7251,,,
2943,2921,,,
2944,8158,,,
2945,2234,,,
2946,759,,,
2949,8486,,,
2947,345,,,
2948,5369,,,
2950,1587,,,
2951,7946,,,
2952,4586,17154883,1682809391,0x26d0b749c23298d694a10390d20c4b09815dd112
2953,7358,,,
2954,7927,17640253,1688712599,0x4392d4152173ee04122885c5df9dc05bd6ad69a8
2955,4916,,,
2956,8480,,,
2958,6557,,,
2959,1520,,,
2957,5907,,,
2960,237,,,
2961,8855,,,
2962,1121,,,
2963,7136,,,
2964,7491,,,
2965,1755,17122678,1682418443,0x327e2a0d83dcd4cbad89b35cf9f768eec81687a8
2966,4906,,,
2968,200,,,
2967,1968,,,
2969,1704,,,
2970,4439,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
2971,7532,,,
2972,4656,,,
2973,2051,,,
2974,13,,,
2975,6340,,,
2976,4541,,,
2977,2872,17139297,1682620115,0x32aa0c9257b3d419ddde7652e5627bd42c39fb2b
2978,5429,,,
2980,3429,,,
2979,5250,,,
2981,1342,18904769,1704017315,0xc309f479c5001deab315252a0bafb3a0134a0fc3
2982,6119,,,
2983,224,17140059,1682629403,0xc57334c60bc77fe925745c44bece94d46dbfaa33
2984,3908,,,
2985,1163,,,
2986,3116,,,
2987,4520,,,
2988,1960,,,
2989,7266,,,
2990,793,,,
2991,4632,,,
2992,6854,,,
2993,3281,,,
2994,6680,,,
2995,3462,,,
2996,4892,,,
2997,7846,,,
2998,4769,,,
2999,1132,,,
3000,1273,17626064,1688540459,0x44e5cc68b6f3a620a817e3a90a90bcbf7c4fd2b9
3001,3854,,,
3002,6773,,,
3003,7843,,,
3004,6878,,,
3005,1046,17277816,1684307747,0x5321389878979d376fbc19c077a3632dd4946738
3006,7499,,,
3007,1880,,,
3008,5984,19100939,1706395223,0x56e7594947c2a8fa64aa115a8a43aa0c63e037e6
3009,1199,,,
3010,3348,,,
3011,785,18040074,1693551647,0x32aa0c9257b3d419ddde7652e5627bd42c39fb2b
3012,2656,17133524,1682550059,0xacca520ca226b3c2647b8adc9190e21169cbd7d3
3013,2325,17145030,1682689823,0xb116a51a66eb88997b1d8f7a00af0f4dad1a0228
3014,6681,,,
3015,2933,,,
3016,5990,,,
3017,4040,,,
3018,5280,,,
3019,490,17139564,1682623391,0xb83bd30e217642a963d93881d5c09b09800c0f67
3020,7279,,,
3021,7390,17139852,1682626871,0xb83bd30e217642a963d93881d5c09b09800c0f67
3022,700,,,
3023,7621,17560742,1687747751,0x6bc7536afe0703577d32fc65fd6b0bfd20149e5d
3024,853,17139564,1682623391,0xb83bd30e217642a963d93881d5c09b09800c0f67
3025,800,,,
3026,4078,17139852,1682626871,0xb83bd30e217642a963d93881d5c09b09800c0f67
3027,2200,,,
3028,3498,17139852,1682626871,0xb83bd30e217642a963d93881d5c09b09800c0f67
3029,702,,,
3030,3294,,,
3031,5832,,,
3033,7742,,,
3032,5487,,,
3034,8357,17152131,1682775863,0x4936b305102f442080d4711f14c5f0318e3caf74
3035,4305,,,
3036,4451,,,
3037,4514,17124520,1682440775,0xf5ac9490bb007d99edf3044985e2a993e833844b
3038,1717,,,
3040,6037,,,
3039,7021,17104638,1682199839,0xb83bd30e217642a963d93881d5c09b09800c0f67
3041,7061,,,
3042,5093,,,
3043,6350,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3044,8873,,,
3045,1718,,,
3046,5586,,,
3047,4856,,,
3048,3639,,,
3049,7475,,,
3050,7743,,,
3051,678,,,
3052,303,,,
3053,6785,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3054,5525,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3055,1069,,,
3056,2982,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3057,5939,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3058,2281,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3059,8257,,,
3060,2939,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3062,2493,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3061,2062,,,
3063,814,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3064,1694,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3066,3782,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3065,4108,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3067,6471,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3068,4135,,,
3069,2137,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3070,4749,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3071,2277,,,
3072,8061,17149631,1682745551,0x0e6ff44fc8173139452186dabd8445adace4fa9e
3073,244,17139852,1682626871,0xb83bd30e217642a963d93881d5c09b09800c0f67
3074,4391,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3075,927,17149631,1682745551,0x19b5707b7b0d46bd928ceaedf3fc5853f644d473
3076,6806,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3077,4211,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3078,4934,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3079,1061,,,
3080,8,,,
3082,2032,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3081,1448,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3083,3476,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3084,3230,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3085,7333,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3086,772,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3087,243,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3088,3711,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3089,4802,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3090,5419,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3091,480,,,
3092,7226,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3093,3721,,,
3094,7436,,,
3095,3103,,,
3096,7312,,,
3097,6823,,,
3098,6097,,,
3099,3164,17525733,1687322591,0x22b0409d886f75dd101527097d5a0efdda77a834
3100,2551,,,
3101,8597,,,
3102,7902,,,
3103,3925,,,
3104,1019,,,
3105,271,,,
3106,7944,,,
3107,3136,,,
3108,7674,,,
3109,4743,,,
3110,1598,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3111,487,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3112,2958,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3113,4949,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3114,898,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3115,6972,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3116,8188,,,
3117,5056,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3118,2914,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3119,2220,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3120,5993,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3121,7074,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3122,3561,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3123,6059,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3124,6797,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3125,8674,,,
3126,1982,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3127,4486,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3128,2290,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3129,8638,18681149,1701307775,0xb104371d5a2680fb0d47ea9a3aa2348392454186
3130,3162,,,
3131,1950,,,
3132,8212,,,
3133,4306,,,
3134,6362,,,
3135,1440,17139944,1682627999,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
3136,5257,,,
3137,6975,,,
3138,1772,,,
3140,5887,,,
3139,5692,,,
3141,7158,,,
3142,2275,,,
3143,8080,17659447,1688945711,0xe494d61977561d6be41590fbf940091bae6d392e
3145,4097,17539083,1687484519,0xf15fe868b185fc82ddaffc805ebc37380c778c52
3144,2690,,,
3146,533,,,
3147,3527,,,
3148,6120,,,
3150,8462,,,
3149,351,,,
3151,8432,,,
3152,7869,,,
3153,6585,,,
3154,2195,,,
3155,2726,,,
3156,4509,,,
3157,181,,,
3158,8863,,,
3159,6238,,,
3160,2618,,,
3161,6764,,,
3162,5849,,,
3163,7320,,,
3164,8371,,,
3165,5002,,,
3167,4816,,,
3166,4308,17139934,1682627879,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
3168,4413,,,
3169,4020,,,
3170,6633,,,
3171,2340,,,
3172,5237,,,
3173,5927,,,
3174,8407,,,
3175,5014,17139547,1682623187,0xacca520ca226b3c2647b8adc9190e21169cbd7d3
3176,4143,,,
3177,8472,,,
3178,2768,,,
3179,3287,,,
3180,328,,,
3182,4633,,,
3181,203,,,
3183,1473,,,
3184,5211,,,
3185,6288,,,
3186,6486,,,
3187,2841,17701350,1689455519,0xacca520ca226b3c2647b8adc9190e21169cbd7d3
3188,5885,,,
3189,4781,,,
3190,4021,,,
3191,5310,,,
3192,963,17139944,1682627999,0x62ae623146c469e8f5c9282dd7fe96e1bfb29580
3193,4604,,,
3194,2321,,,
3195,7724,17140814,1682638607,0x69b384d61d477d93624a2e90aab2dd1bc22b9698
3196,6798,17139547,1682623187,0xacca520ca226b3c2647b8adc9190e21169cbd7d3
3197,5812,,,
3198,1508,,,
3199,5754,,,
3200,3071,,,
3201,8781,,,
3202,6645,,,
3203,8176,,,
3204,6170,,,
3205,671,,,
3206,6503,,,
3207,4434,,,
3208,1167,,,
3209,1976,,,
3210,7979,,,
3211,2615,,,
3212,6973,,,
3213,337,,,
3214,6679,,,
3215,4657,,,
3216,7823,,,
3217,4499,17539039,1687483979,0x766731aff9273c46ff8d676cd5411da3523adeb7
3218,7653,17709047,1689549251,0x0e6ff44fc8173139452186dabd8445adace4fa9e
3219,4515,,,
3220,184,,,
3221,7863,,,
3222,7998,,,
